name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand,model,km_driven_bin
Chevrolet Cruze LTZ AT,2015,650000,50000,Diesel,Individual,Automatic,First Owner,8,Chevrolet,Cruze LTZ AT,Low
Nissan Micra XL,2014,210000,40000,Petrol,Individual,Manual,Second Owner,9,Nissan,Micra XL,Low
BMW 5 Series 520d Luxury Line,2017,2900000,40000,Diesel,Individual,Automatic,First Owner,6,BMW,5 Series 520d Luxury Line,Low
Chevrolet Enjoy 1.3 TCDi LS 8,2013,425000,20000,Diesel,Dealer,Manual,First Owner,10,Chevrolet,Enjoy 1.3 TCDi LS 8,Low
Hyundai EON Era Plus Option,2014,265000,55000,Petrol,Dealer,Manual,First Owner,9,Hyundai,EON Era Plus Option,Medium
Fiat Linea T Jet Emotion,2018,890000,1136,Petrol,Dealer,Manual,First Owner,5,Fiat,Linea T Jet Emotion,Low
Renault Scala RxL,2013,365000,55000,Petrol,Dealer,Manual,First Owner,10,Renault,Scala RxL,Medium
Ford Figo Petrol Titanium,2014,350000,43000,Petrol,Dealer,Manual,First Owner,9,Ford,Figo Petrol Titanium,Low
Maruti Ciaz ZDi SHVS,2016,685000,60000,Diesel,Individual,Manual,First Owner,7,Maruti,Ciaz ZDi SHVS,Medium
Skoda Rapid 1.5 TDI Ambition BSIV,2018,940000,2650,Diesel,Dealer,Manual,First Owner,5,Skoda,Rapid 1.5 TDI Ambition BSIV,Low
Mahindra XUV500 W6 2WD,2017,1000000,40000,Diesel,Individual,Manual,First Owner,6,Mahindra,XUV500 W6 2WD,Low
Mahindra XUV300 W8 Option,2019,1150000,15000,Petrol,Dealer,Manual,First Owner,4,Mahindra,XUV300 W8 Option,Low
Maruti Ertiga SHVS ZDI,2016,450000,115962,Diesel,Individual,Manual,Second Owner,7,Maruti,Ertiga SHVS ZDI,High
Nissan Terrano XE D,2015,590000,65000,Diesel,Dealer,Manual,First Owner,8,Nissan,Terrano XE D,Medium
Maruti S-Cross Facelift,2017,800000,40000,Diesel,Individual,Manual,First Owner,6,Maruti,S-Cross Facelift,Low
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,385000,58000,Diesel,Dealer,Manual,First Owner,11,Hyundai,i20 Magna 1.4 CRDi (Diesel),Medium
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2013,2000000,15000,Diesel,Individual,Automatic,First Owner,10,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare,Low
Hyundai EON Era Plus,2012,235000,54000,Petrol,Dealer,Manual,First Owner,11,Hyundai,EON Era Plus,Medium
Volkswagen Ameo 1.5 TDI Highline,2017,640000,56000,Diesel,Dealer,Manual,First Owner,6,Volkswagen,Ameo 1.5 TDI Highline,Medium
Maruti Alto LX,2006,52000,120000,Petrol,Individual,Manual,Third Owner,17,Maruti,Alto LX,High
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,80000,90000,LPG,Individual,Manual,Second Owner,14,Maruti,Omni LPG CARGO BSIII W IMMOBILISER,Medium
Maruti Alto LX,2012,140000,70000,Petrol,Individual,Manual,Second Owner,11,Maruti,Alto LX,Medium
Hyundai Verna i (Petrol),2008,120000,90000,Petrol,Individual,Manual,Second Owner,15,Hyundai,Verna i (Petrol),Medium
Mahindra Renault Logan 1.5 DLS,2008,89999,213000,Diesel,Individual,Manual,First Owner,15,Mahindra,Renault Logan 1.5 DLS,High
Chevrolet Optra Magnum 2.0 LS BSIII,2012,180000,120000,Diesel,Individual,Manual,First Owner,11,Chevrolet,Optra Magnum 2.0 LS BSIII,High
Mahindra Scorpio S11 BSIV,2017,1500000,20000,Diesel,Individual,Manual,First Owner,6,Mahindra,Scorpio S11 BSIV,Low
Hyundai i20 Active 1.2 SX,2017,700000,10000,Petrol,Individual,Manual,First Owner,6,Hyundai,i20 Active 1.2 SX,Low
Maruti SX4 Celebration Diesel,2012,285000,80000,Diesel,Individual,Manual,Second Owner,11,Maruti,SX4 Celebration Diesel,Medium
Hyundai Grand i10 Magna,2015,390000,90000,Petrol,Individual,Manual,First Owner,8,Hyundai,Grand i10 Magna,Medium
Maruti Alto LXi BSIII,2008,125000,80000,Petrol,Individual,Manual,First Owner,15,Maruti,Alto LXi BSIII,Medium
Maruti SX4 Zxi with Leather BSIII,2008,225000,60000,Petrol,Individual,Manual,Second Owner,15,Maruti,SX4 Zxi with Leather BSIII,Medium
Hyundai i10 Era,2011,175000,139000,Petrol,Individual,Manual,Second Owner,12,Hyundai,i10 Era,High
Toyota Innova 2.5 V Diesel 7-seater,2011,1075000,160000,Diesel,Individual,Manual,Second Owner,12,Toyota,Innova 2.5 V Diesel 7-seater,High
Honda Mobilio V i DTEC,2014,300000,150000,Diesel,Individual,Manual,First Owner,9,Honda,Mobilio V i DTEC,High
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,700000,163000,Diesel,Individual,Manual,Fourth & Above Owner,13,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,High
Tata Indica V2 2001-2011 DLS BSIII,2009,90000,120000,Diesel,Dealer,Manual,First Owner,14,Tata,Indica V2 2001-2011 DLS BSIII,High
Tata Indica Vista TDI LS,2011,120000,120000,Diesel,Individual,Manual,Second Owner,12,Tata,Indica Vista TDI LS,High
Chevrolet Beat Diesel LS,2012,220000,100000,Diesel,Individual,Manual,Second Owner,11,Chevrolet,Beat Diesel LS,Medium
Tata Zest Quadrajet 1.3 75PS XE,2015,300000,140000,Diesel,Dealer,Manual,First Owner,8,Tata,Zest Quadrajet 1.3 75PS XE,High
Skoda Fabia 1.2L Diesel Ambiente,2010,180000,87000,Diesel,Dealer,Manual,Second Owner,13,Skoda,Fabia 1.2L Diesel Ambiente,Medium
Maruti 800 Std,2013,170000,70000,Petrol,Individual,Manual,First Owner,10,Maruti,800 Std,Medium
Ford Figo Petrol Titanium,2015,300000,50000,Petrol,Individual,Manual,Second Owner,8,Ford,Figo Petrol Titanium,Low
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1050000,70000,Diesel,Individual,Manual,First Owner,9,Toyota,Innova 2.5 VX (Diesel) 8 Seater,Medium
Honda Mobilio V i DTEC,2014,300000,150000,Diesel,Individual,Manual,First Owner,9,Honda,Mobilio V i DTEC,High
Hyundai Grand i10 1.2 CRDi Asta,2018,465000,25000,Diesel,Individual,Manual,First Owner,5,Hyundai,Grand i10 1.2 CRDi Asta,Low
Chevrolet Beat Diesel LT,2011,130000,80000,Diesel,Individual,Manual,Second Owner,12,Chevrolet,Beat Diesel LT,Medium
Datsun GO Plus T Option Petrol,2018,434999,10000,Petrol,Individual,Manual,First Owner,5,Datsun,GO Plus T Option Petrol,Low
Hyundai Grand i10 1.2 Kappa Asta,2018,500000,32000,Petrol,Individual,Manual,First Owner,5,Hyundai,Grand i10 1.2 Kappa Asta,Low
Maruti Omni MPI STD BSIV,2018,200000,10000,Petrol,Individual,Manual,First Owner,5,Maruti,Omni MPI STD BSIV,Low
Maruti Baleno Alpha 1.2,2017,625000,52000,Petrol,Dealer,Manual,First Owner,6,Maruti,Baleno Alpha 1.2,Medium
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,120000,Diesel,Individual,Manual,Third Owner,17,Ford,Fiesta Classic 1.4 SXI Duratorq,High
Hyundai Elite i20 Asta Option BSIV,2019,800000,11240,Petrol,Individual,Manual,First Owner,4,Hyundai,Elite i20 Asta Option BSIV,Low
Hyundai Grand i10 CRDi Magna,2017,490000,66000,Diesel,Dealer,Manual,First Owner,6,Hyundai,Grand i10 CRDi Magna,Medium
Maruti Ertiga SHVS ZDI,2017,880000,64000,Diesel,Dealer,Manual,First Owner,6,Maruti,Ertiga SHVS ZDI,Medium
Hyundai Santro Xing GL Plus,2013,290000,49000,Petrol,Individual,Manual,First Owner,10,Hyundai,Santro Xing GL Plus,Low
Tata Sumo GX TC 7 Str BSIII,2006,115999,100000,Diesel,Individual,Manual,Second Owner,17,Tata,Sumo GX TC 7 Str BSIII,Medium
Renault KWID RXT,2018,360000,26500,Petrol,Individual,Manual,First Owner,5,Renault,KWID RXT,Low
Maruti 800 AC,2002,65000,100000,Petrol,Individual,Manual,Second Owner,21,Maruti,800 AC,Medium
Maruti Vitara Brezza LDi Option,2017,685000,72000,Diesel,Dealer,Manual,First Owner,6,Maruti,Vitara Brezza LDi Option,Medium
Honda Jazz S,2009,300000,50000,Petrol,Individual,Manual,First Owner,14,Honda,Jazz S,Low
Hyundai i20 1.4 Sportz,2017,680000,44000,Diesel,Dealer,Manual,First Owner,6,Hyundai,i20 1.4 Sportz,Low
Maruti Ertiga SHVS ZDI Plus,2017,1000000,60000,Diesel,Individual,Manual,Second Owner,6,Maruti,Ertiga SHVS ZDI Plus,Medium
Tata Sumo SE Plus BSIII,2002,100000,120000,Diesel,Individual,Manual,First Owner,21,Tata,Sumo SE Plus BSIII,High
Mahindra Xylo E4,2010,160000,130000,Diesel,Individual,Manual,First Owner,13,Mahindra,Xylo E4,High
Maruti Swift ZDi BSIV,2017,450000,70000,Diesel,Individual,Manual,First Owner,6,Maruti,Swift ZDi BSIV,Medium
Maruti Ertiga VXI,2014,600000,20000,Petrol,Individual,Manual,First Owner,9,Maruti,Ertiga VXI,Low
Hyundai i20 1.4 Magna ABS,2009,180000,60000,Diesel,Individual,Manual,Second Owner,14,Hyundai,i20 1.4 Magna ABS,Medium
Maruti Alto LXi,2007,100000,195000,Petrol,Individual,Manual,First Owner,16,Maruti,Alto LXi,High
Maruti Alto LXi,2010,120000,90000,Petrol,Individual,Manual,Second Owner,13,Maruti,Alto LXi,Medium
Hyundai Getz GL,2006,130000,80000,Petrol,Individual,Manual,Third Owner,17,Hyundai,Getz GL,Medium
Maruti Wagon R LX BS IV,2011,160000,155000,Petrol,Individual,Manual,First Owner,12,Maruti,Wagon R LX BS IV,High
Mahindra Bolero Power Plus SLX,2019,860000,35000,Diesel,Individual,Manual,First Owner,4,Mahindra,Bolero Power Plus SLX,Low
Hyundai i20 1.2 Spotz,2018,650000,20000,Petrol,Individual,Manual,Second Owner,5,Hyundai,i20 1.2 Spotz,Low
Maruti Wagon R LXI Minor,2010,100000,80000,Petrol,Individual,Manual,Second Owner,13,Maruti,Wagon R LXI Minor,Medium
Maruti Alto 800 VXI,2017,282000,20000,Petrol,Individual,Manual,First Owner,6,Maruti,Alto 800 VXI,Low
Hyundai i20 Asta (o),2009,300000,50000,Petrol,Individual,Manual,First Owner,14,Hyundai,i20 Asta (o),Low
Hyundai i20 Asta,2010,270000,110000,Petrol,Individual,Manual,Second Owner,13,Hyundai,i20 Asta,High
Hyundai Verna 1.6 SX CRDi (O),2013,550000,29000,Diesel,Individual,Manual,First Owner,10,Hyundai,Verna 1.6 SX CRDi (O),Low
Mahindra Xylo D2 BSIV,2013,450000,120000,Diesel,Individual,Manual,First Owner,10,Mahindra,Xylo D2 BSIV,High
Mahindra Bolero SLX 2WD BSIII,2011,430000,70000,Diesel,Individual,Manual,Second Owner,12,Mahindra,Bolero SLX 2WD BSIII,Medium
Maruti Ertiga VXI ABS,2013,350000,40000,Petrol,Individual,Manual,First Owner,10,Maruti,Ertiga VXI ABS,Low
Honda Brio 1.2 E MT,2017,350000,20000,Petrol,Individual,Manual,First Owner,6,Honda,Brio 1.2 E MT,Low
Toyota Etios Liva G,2013,229999,50000,Petrol,Individual,Manual,Second Owner,10,Toyota,Etios Liva G,Low
Maruti Alto 800 LXI,2013,110000,50000,Petrol,Individual,Manual,First Owner,10,Maruti,Alto 800 LXI,Low
Maruti Swift Dzire 1.2 Vxi BSIV,2012,395000,49000,Petrol,Individual,Manual,Second Owner,11,Maruti,Swift Dzire 1.2 Vxi BSIV,Low
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,650000,70000,Diesel,Individual,Automatic,Second Owner,12,Mahindra,Scorpio VLS AT 2.2 mHAWK,Medium
Mahindra Bolero SLX,2011,350000,90000,Diesel,Individual,Manual,Second Owner,12,Mahindra,Bolero SLX,Medium
Mahindra XUV500 W11 Option AWD,2020,1400000,25000,Diesel,Dealer,Manual,First Owner,3,Mahindra,XUV500 W11 Option AWD,Low
Tata Tiago 1.2 Revotron XZ,2018,360000,4000,Petrol,Individual,Manual,First Owner,5,Tata,Tiago 1.2 Revotron XZ,Low
Mahindra Marazzo M8 8Str,2018,1300000,10000,Diesel,Individual,Manual,First Owner,5,Mahindra,Marazzo M8 8Str,Low
Renault Duster 110PS Diesel RxL,2015,800000,15000,Diesel,Individual,Manual,First Owner,8,Renault,Duster 110PS Diesel RxL,Low
Hyundai EON Magna Plus,2018,229999,30000,Petrol,Individual,Manual,First Owner,5,Hyundai,EON Magna Plus,Low
Maruti Wagon R VXI,2014,315000,41000,Petrol,Dealer,Manual,First Owner,9,Maruti,Wagon R VXI,Low
Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,First Owner,11,Chevrolet,Spark 1.0 LT,Low
Maruti Baleno Alpha,2019,700000,16000,Petrol,Individual,Manual,First Owner,4,Maruti,Baleno Alpha,Low
Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,Petrol,Individual,Manual,First Owner,8,Hyundai,EON 1.0 Kappa Magna Plus,Medium
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832,Petrol,Dealer,Manual,First Owner,6,Ford,Figo Aspire 1.2 Ti-VCT Trend,Low
Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner,5,Ford,Figo Aspire Facelift,Low
Hyundai i10 Era,2009,250000,50000,Petrol,Individual,Manual,First Owner,14,Hyundai,i10 Era,Low
Mahindra Bolero SLX,2016,585000,51000,Diesel,Dealer,Manual,First Owner,7,Mahindra,Bolero SLX,Medium
Hyundai Verna 1.4 VTVT,2015,500000,25000,Petrol,Individual,Manual,First Owner,8,Hyundai,Verna 1.4 VTVT,Low
Chevrolet Sail 1.2 LT ABS,2014,350000,30000,Petrol,Individual,Manual,First Owner,9,Chevrolet,Sail 1.2 LT ABS,Low
Honda City i-DTEC SV,2014,495000,80000,Diesel,Dealer,Manual,First Owner,9,Honda,City i-DTEC SV,Medium
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,50000,Petrol,Individual,Manual,First Owner,6,Hyundai,Grand i10 1.2 Kappa Asta,Low
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,430000,200000,Diesel,Individual,Manual,First Owner,8,Mahindra,Bolero Power Plus Plus AC BSIV PS,High
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,345000,44000,Petrol,Dealer,Manual,First Owner,10,Hyundai,Grand i10 1.2 Kappa Sportz Option,Low
Maruti Baleno Sigma 1.2,2015,500000,10000,Petrol,Individual,Manual,First Owner,8,Maruti,Baleno Sigma 1.2,Low
Tata Tiago 1.2 Revotron XZ,2019,425000,19600,Petrol,Individual,Manual,First Owner,4,Tata,Tiago 1.2 Revotron XZ,Low
Maruti Wagon R LXI,2005,80000,40000,Petrol,Individual,Manual,Second Owner,18,Maruti,Wagon R LXI,Low
Chevrolet Beat Diesel LS,2011,106000,50000,Diesel,Individual,Manual,First Owner,12,Chevrolet,Beat Diesel LS,Low
Maruti A-Star Vxi,2009,180000,46730,Petrol,Individual,Manual,First Owner,14,Maruti,A-Star Vxi,Low
Datsun GO A,2015,250000,40000,Petrol,Individual,Manual,Second Owner,8,Datsun,GO A,Low
Skoda Yeti Ambition 4WD,2011,350000,80000,Diesel,Individual,Manual,First Owner,12,Skoda,Yeti Ambition 4WD,Medium
Maruti Zen LXi BSII,2002,60000,80000,Petrol,Individual,Manual,Second Owner,21,Maruti,Zen LXi BSII,Medium
Hyundai Verna CRDi 1.6 EX,2018,900000,24000,Diesel,Individual,Manual,First Owner,5,Hyundai,Verna CRDi 1.6 EX,Low
Ford Aspire Titanium Diesel BSIV,2017,700000,21170,Diesel,Dealer,Manual,First Owner,6,Ford,Aspire Titanium Diesel BSIV,Low
BMW 3 Series 320d Sport,2013,2000000,167223,Diesel,Dealer,Automatic,First Owner,10,BMW,3 Series 320d Sport,High
Maruti Ertiga SHVS ZDI Plus,2017,1000000,40000,Diesel,Individual,Manual,First Owner,6,Maruti,Ertiga SHVS ZDI Plus,Low
BMW X1 sDrive 20d Exclusive,2011,1375000,60000,Diesel,Individual,Automatic,First Owner,12,BMW,X1 sDrive 20d Exclusive,Medium
Toyota Innova Crysta 2.4 VX MT,2016,1800000,141440,Diesel,Dealer,Manual,First Owner,7,Toyota,Innova Crysta 2.4 VX MT,High
Chevrolet Tavera Neo 3 10 Seats BSIV,2007,160000,120000,Diesel,Individual,Manual,Third Owner,16,Chevrolet,Tavera Neo 3 10 Seats BSIV,High
Mitsubishi Outlander 2.4,2012,525000,140000,Petrol,Individual,Automatic,First Owner,11,Mitsubishi,Outlander 2.4,High
Mahindra XUV500 W8 2WD,2012,850000,212814,Diesel,Dealer,Manual,First Owner,11,Mahindra,XUV500 W8 2WD,High
Maruti Baleno Alpha 1.3,2019,800000,30000,Diesel,Individual,Manual,First Owner,4,Maruti,Baleno Alpha 1.3,Low
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,88635,Diesel,Dealer,Manual,First Owner,6,Ford,Figo Aspire 1.5 TDCi Titanium,Medium
Maruti Swift Dzire VDI,2018,800000,25000,Diesel,Individual,Manual,First Owner,5,Maruti,Swift Dzire VDI,Low
Hyundai i20 1.2 Spotz,2017,575000,20000,Petrol,Individual,Manual,Second Owner,6,Hyundai,i20 1.2 Spotz,Low
Renault Duster 110PS Diesel RxZ,2012,350000,110000,Diesel,Individual,Manual,Second Owner,11,Renault,Duster 110PS Diesel RxZ,High
Maruti Swift Vdi BSIII,2008,250000,120000,Diesel,Individual,Manual,Third Owner,15,Maruti,Swift Vdi BSIII,High
Ford Endeavour Titanium 4X2,2011,600000,149674,Diesel,Dealer,Manual,Second Owner,12,Ford,Endeavour Titanium 4X2,High
Mahindra Scorpio 2.6 Turbo 9 Str,2007,370000,100000,Diesel,Individual,Manual,Third Owner,16,Mahindra,Scorpio 2.6 Turbo 9 Str,Medium
Maruti Baleno Vxi,2006,80000,120000,Petrol,Individual,Manual,Third Owner,17,Maruti,Baleno Vxi,High
Tata Indica DLX,2003,50000,120000,Diesel,Individual,Manual,Second Owner,20,Tata,Indica DLX,High
Hyundai Verna CRDi 1.6 EX,2018,900000,25000,Diesel,Individual,Manual,First Owner,5,Hyundai,Verna CRDi 1.6 EX,Low
Maruti Wagon R VXI BS IV,2014,300000,35000,Petrol,Individual,Manual,Second Owner,9,Maruti,Wagon R VXI BS IV,Low
Tata Indica LSI,2002,125000,40000,Petrol,Individual,Manual,First Owner,21,Tata,Indica LSI,Low
Maruti Swift Dzire VDI,2015,490000,60000,Diesel,Individual,Manual,Second Owner,8,Maruti,Swift Dzire VDI,Medium
Toyota Etios Liva GD,2012,300000,50000,Diesel,Individual,Manual,Second Owner,11,Toyota,Etios Liva GD,Low
Tata Nano STD,2013,55000,25000,Petrol,Individual,Manual,Fourth & Above Owner,10,Tata,Nano STD,Low
Hyundai Grand i10 Sportz,2016,350000,25000,Petrol,Individual,Manual,First Owner,7,Hyundai,Grand i10 Sportz,Low
Hyundai Grand i10 1.2 CRDi Asta,2019,755000,8000,Diesel,Individual,Manual,First Owner,4,Hyundai,Grand i10 1.2 CRDi Asta,Low
Maruti Ertiga SHVS VDI,2017,720000,60000,Diesel,Individual,Manual,First Owner,6,Maruti,Ertiga SHVS VDI,Medium
Mahindra Bolero SLX,2006,229999,200000,Diesel,Individual,Manual,Third Owner,17,Mahindra,Bolero SLX,High
Mahindra Scorpio S7 140 BSIV,2018,1100000,20000,Diesel,Individual,Manual,First Owner,5,Mahindra,Scorpio S7 140 BSIV,Low
Volkswagen Polo Petrol Comfortline 1.2L,2013,400000,100000,Petrol,Individual,Manual,First Owner,10,Volkswagen,Polo Petrol Comfortline 1.2L,Medium
Hyundai Xcent 1.1 CRDi Base,2015,350000,70000,Diesel,Individual,Manual,Second Owner,8,Hyundai,Xcent 1.1 CRDi Base,Medium
Chevrolet Beat Diesel PS,2012,159000,68000,Diesel,Dealer,Manual,First Owner,11,Chevrolet,Beat Diesel PS,Medium
Maruti Swift ZXi BSIV,2017,550000,38000,Petrol,Dealer,Manual,First Owner,6,Maruti,Swift ZXi BSIV,Low
Maruti Ritz VDi,2013,335000,80000,Diesel,Dealer,Manual,First Owner,10,Maruti,Ritz VDi,Medium
Tata Indigo CS Emax CNG GLX,2014,185000,72000,CNG,Dealer,Manual,First Owner,9,Tata,Indigo CS Emax CNG GLX,Medium
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,229999,75000,CNG,Dealer,Manual,First Owner,11,Maruti,Eeco 5 STR With AC Plus HTR CNG,Medium
Maruti Estilo LXI,2014,225000,43000,Petrol,Dealer,Manual,First Owner,9,Maruti,Estilo LXI,Low
Maruti Swift VXI with ABS,2007,250000,120000,Petrol,Individual,Manual,Second Owner,16,Maruti,Swift VXI with ABS,High
Tata Zest Quadrajet 1.3 XM,2015,400000,100000,Diesel,Individual,Manual,First Owner,8,Tata,Zest Quadrajet 1.3 XM,Medium
Maruti Swift VDI BSIV,2014,470000,163000,Diesel,Individual,Manual,First Owner,9,Maruti,Swift VDI BSIV,High
Maruti Alto K10 VXI AGS Optional,2018,300000,25000,Petrol,Individual,Automatic,First Owner,5,Maruti,Alto K10 VXI AGS Optional,Low
Maruti Alto LX,2011,145000,25000,Petrol,Individual,Manual,First Owner,12,Maruti,Alto LX,Low
Maruti SX4 Vxi BSIII,2007,100000,90000,Petrol,Individual,Manual,Second Owner,16,Maruti,SX4 Vxi BSIII,Medium
Mahindra Scorpio SLE BSIV,2014,500000,70000,Diesel,Individual,Manual,Second Owner,9,Mahindra,Scorpio SLE BSIV,Medium
Hyundai Santro Xing GLS CNG,2010,130000,98000,CNG,Individual,Manual,Second Owner,13,Hyundai,Santro Xing GLS CNG,Medium
Chevrolet Cruze LTZ,2010,240000,81925,Diesel,Individual,Manual,First Owner,13,Chevrolet,Cruze LTZ,Medium
Ford Figo Diesel Celebration Edition,2013,150000,80000,Diesel,Individual,Manual,Second Owner,10,Ford,Figo Diesel Celebration Edition,Medium
Renault KWID RXT Optional,2017,270000,40000,Petrol,Individual,Manual,First Owner,6,Renault,KWID RXT Optional,Low
Maruti Swift Dzire VDI,2014,400000,90000,Diesel,Individual,Manual,First Owner,9,Maruti,Swift Dzire VDI,Medium
Hyundai EON Era Plus,2012,200000,46000,Petrol,Individual,Manual,First Owner,11,Hyundai,EON Era Plus,Low
Mahindra XUV500 W6 2WD,2012,550000,80000,Diesel,Individual,Manual,First Owner,11,Mahindra,XUV500 W6 2WD,Medium
Renault KWID 1.0 RXT Optional,2018,325000,35000,Petrol,Individual,Manual,First Owner,5,Renault,KWID 1.0 RXT Optional,Low
Skoda Rapid 1.5 TDI AT Style BSIV,2017,860000,82080,Diesel,Individual,Automatic,First Owner,6,Skoda,Rapid 1.5 TDI AT Style BSIV,Medium
Mahindra XUV500 W8 2WD,2012,600000,200000,Diesel,Individual,Manual,First Owner,11,Mahindra,XUV500 W8 2WD,High
Chevrolet Spark 1.0,2009,125000,70000,Petrol,Individual,Manual,First Owner,14,Chevrolet,Spark 1.0,Medium
Maruti 800 AC,2000,60000,40000,Petrol,Individual,Manual,Third Owner,23,Maruti,800 AC,Low
Chevrolet Tavera Neo 3 10 Seats BSIV,2010,300000,120000,Diesel,Individual,Manual,Third Owner,13,Chevrolet,Tavera Neo 3 10 Seats BSIV,High
Ford Fiesta 1.6 ZXi Duratec,2007,190000,60000,Petrol,Individual,Manual,Third Owner,16,Ford,Fiesta 1.6 ZXi Duratec,Medium
Maruti Ertiga VDI,2013,400000,110000,Diesel,Individual,Manual,First Owner,10,Maruti,Ertiga VDI,High
Tata Manza Aura Quadrajet BS IV,2011,260000,97000,Diesel,Individual,Manual,Second Owner,12,Tata,Manza Aura Quadrajet BS IV,Medium
Maruti Swift VVT VXI,2017,400000,30000,Petrol,Individual,Manual,First Owner,6,Maruti,Swift VVT VXI,Low
Hyundai i20 Sportz Petrol,2010,250000,40000,Petrol,Individual,Manual,First Owner,13,Hyundai,i20 Sportz Petrol,Low
Hyundai Grand i10 1.2 Kappa Asta,2019,600000,10000,Petrol,Individual,Manual,First Owner,4,Hyundai,Grand i10 1.2 Kappa Asta,Low
Maruti Zen Estilo VXI BSIV,2010,175000,52047,Petrol,Individual,Manual,First Owner,13,Maruti,Zen Estilo VXI BSIV,Medium
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,450000,200000,Diesel,Individual,Manual,Third Owner,12,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,High
Tata Tiago 1.2 Revotron XZA,2019,350000,15000,Petrol,Individual,Automatic,Second Owner,4,Tata,Tiago 1.2 Revotron XZA,Low
Maruti Vitara Brezza ZDi,2018,800000,50000,Diesel,Individual,Manual,First Owner,5,Maruti,Vitara Brezza ZDi,Low
Maruti Swift VXI BSIII,2011,250000,70000,Petrol,Individual,Manual,Second Owner,12,Maruti,Swift VXI BSIII,Medium
Maruti Swift VXI BSIV,2019,600000,10000,Petrol,Individual,Manual,First Owner,4,Maruti,Swift VXI BSIV,Low
Maruti Swift VDI BSIV,2017,600000,90000,Diesel,Individual,Manual,First Owner,6,Maruti,Swift VDI BSIV,Medium
Maruti Alto 800 LXI,2016,130000,40000,Petrol,Individual,Manual,First Owner,7,Maruti,Alto 800 LXI,Low
Maruti Wagon R LXI,2006,90000,62009,Petrol,Individual,Manual,Second Owner,17,Maruti,Wagon R LXI,Medium
Hyundai i20 Active 1.2 S,2017,595000,33100,Petrol,Individual,Manual,Second Owner,6,Hyundai,i20 Active 1.2 S,Low
Hyundai EON Era Plus,2014,190000,40000,Petrol,Individual,Manual,Second Owner,9,Hyundai,EON Era Plus,Low
Hyundai Santro GLS I - Euro I,1999,50000,120000,Petrol,Individual,Manual,Second Owner,24,Hyundai,Santro GLS I - Euro I,High
Maruti Wagon R LXI Minor,2007,95000,80000,Petrol,Individual,Manual,First Owner,16,Maruti,Wagon R LXI Minor,Medium
Tata Safari Storme VX,2016,1000000,70000,Diesel,Individual,Manual,First Owner,7,Tata,Safari Storme VX,Medium
